Address,Club,Lat,Link,Lon,Prov
"214 Egan Street, Thunder Bay, ON P7A 2W7",Port Arthur Curling Club,48.444441,http:www.pa-curlingclub.com,-89.206574,Ontario
 Minett  ON P0B 1G0   ,Port Carling Curling Club,50.0,,-86.0,Ontario
"818 Gustavus Street, Port Elgin, ON N0H 2C4",Port Elgin Curling Club,44.43367,http:www.portelgincurlingclub.com,-81.3837,Ontario
"300 Ioco Road , Port Moody, BC V3H 2V7",Port Moody Curling Club,49.28418,http:www.portmoodycurling.ca,-122.82881,British Columbia
"483 Bay Street, Port Perry, ON L9L 1M7",Port Perry Community Curling Club,44.106991,http:www.portperrycurling.com,-78.95636400000001,Ontario
 Portage la Prairie  MB R1N 3B7   ,Portage Curling Club,49.962292,http:www.portagecurlingclub.com,-98.290188,Manitoba
"5750 Crown Avenue, Powell River, BC V8A 4B3",Powell River Curling Club,49.872214,http:www.powellrivercurling.com,-124.53326399999999,British Columbia
 Estevan  SK S4A 2A5   ,Power Dodge Curling Centre (Estevan),49.153371,http:www.estevancurling.ca,-102.98863100000001,Saskatchewan
 Preeceville  SK S0A 3B0   ,Preeceville Curling Club,51.956390999999996,,-102.666352,Saskatchewan
 439 Henry Street West  Prescott  ON K0E 1T0  ,Prescott Curling Club,44.707753000000004,http:www.prescott.ovca.com,-75.51907299999999,Ontario
"900 - 22nd Street East, Prince Albert, SK S6V 1P1",Prince Albert Golf & Curling Club,53.193051000000004,http:www.pagcc.com,-105.72668600000002,Saskatchewan
"69 Bowerman Crescent, Prince Albert, SK S6V 6G7",Prince Albert-East End C.C.,53.203547,,-105.70437,Saskatchewan
"C 375 Main St, Picton, ON K0K 2T0",Prince Edward CC,44.276171999999995,http:www.pecurling.com,-77.126984,Ontario
 Prince George  BC V2L 4S1   ,Prince George Golf & Curling Club,53.951892,http:www.pggolfandcurling.com,-122.813433,British Columbia
 Prince Rupert  BC V8J 3P4   ,Prince Rupert Curling Club,54.310772,http:www.rupert.net~wbernhrtPRCCHome.htm,-130.307469,British Columbia
 Princeton  BC V0X 1W0   ,Princeton Curling Club,49.487392,http:www.princetoncurlingclub.com,-120.503914,British Columbia
 P.O.Box 36  Mindemoya  ON P0P 1S0  ,Providence Bay Curling Club,45.749475,,-82.156284,Ontario
 Provost  AB T0B 3S0   ,Provost Curling Club,52.560992000000006,http:www.provostcurlingclub.com,-111.05981799999999,Alberta
"644 Memorial Avenue, Qualicum, BC",Qualicum & District Curling Club,49.3483774,http:qualicumcurling.ca,-124.44153030000001,British Columbia
 Quesnel  BC V2J 3J2   ,Quesnel Curling Club,52.985718000000006,http:www.quesnelcurlingclub.com,-122.52327199999999,British Columbia
"246 Bridge Street W., Belleville , ON K8P 5L6",Quinte Curling Club,44.159682000000004,http:www.quintecurlingclub.reach.net,-77.403235,Ontario
"2451 Riverside Drive, Ottawa, ON K1H 7X7",R.A. Curling Club,45.382903999999996,http:www.racentre.comrawebEsportsCurling.html,-75.686447,Ontario
"115 St. Laurent Blvd., Ottawa, ON K1G 3H8",R.C.M.P. Curling Club,45.455887,http:www.rcmpcc.ca,-75.655283,Ontario
 Stn C 41 Navy Private  Ottawa  ON K1Y 4J3  ,R.C.N. (Navy) Curling Club,45.421033,http:www.curlnavy.com,-75.690022,Ontario
 Radville  SK S0C 2G0   ,Radville Curling Club,49.419859,,-104.28704300000001,Saskatchewan
 Rainbow Lake  AB T0H 2Y0   ,Rainbow Lake Curling Club,58.483258,,-119.099601,Alberta
 Rainy River  ON P0W 1L0   ,Rainy River Curling Club,48.808846,,-94.592423,Ontario
"Rapid City, MB R0K 1W0",Rapid City Curling Club,50.122877,,-100.013009,Manitoba
 Raymore  SK S0A 3J0   ,Raymore Curling Club,51.474394000000004,,-104.562916,Saskatchewan
"E,4725 - 43 Street, Red Deer, AB T4N 6Z3",Red Deer Curling Club,52.261424,http:www.reddeercurling.ca,-113.80301399999999,Alberta
"Balmertown, ON P0V 1C0",Red Lake & District Curling Club,50.0,,-86.0,Ontario
 Valleyview  AB T0H 3N0   ,Red Willow Curling Club,55.06916,,-117.28110600000001,Alberta
 Redcliff  AB T0J 2P0   ,Redcliff Community Curling Club,50.245732000000004,http:www.town.redcliff.ab.carecreation.htm,-110.547996,Alberta
"21 Methuen Street, Redvers, SK S0C 2H0",Redvers Curling Club 04,49.575619,,-101.703327,Saskatchewan
 Redwater  AB T0A 2W0   ,Redwater Curling Club,53.946849,,-113.03514799999999,Alberta
"195 Xavier Street, Renfrew, ON K7V 1L3",Renfrew Curling Club,45.472813,http:renfrewcurlingrink.ovca.com,-76.681768,Ontario
 Sinclair  MB R0M 2A0   ,Reston Curling Club,49.917419,,-97.16112700000001,Manitoba
 Revelstoke  BC V0E 2S0   ,Revelstoke Curling Club,50.977593,http:www.revelstokecurlingclub.com,-118.532852,British Columbia
"49 Centennial West Ave., Rexton, NB E4W 1X5",Rexton Curling Club,46.641481,http:www.rextoncurlingclub.com,-64.864549,New Brunswick
"5540 Hollybridge Way, Richmond, BC V7C 4N3",Richmond Curling Club,49.173825,http:www.richmondcurling.com,-123.1478,British Columbia
 6117 Perth St.   Richmond  ON K0A 2Z0  ,Richmond Curling Club,45.194373999999996,http:www.richmond.ovca.com,-75.83892900000001,Ontario
"121 Elgin Mills Road E., Richmond Hill, ON L4C 3A8",Richmond Hill Curling Club,43.890451,http:www.richmondhillcurlingclub.com,-79.437694,Ontario
"715 Cooper Street, Ottawa, ON K1R 5J5",Rideau Curling Club,45.41295,http:www.rideaucurlingclub.com,-75.704583,Ontario
 Ridgetown  ON N0P 2C0   ,Ridgetown Golf & Curling Club,50.0,http:www.ridgetowncurlingclub.com,-86.0,Ontario
 Rimbey  AB T0C 2J0   ,Rimbey Curling Club,52.605123999999996,,-114.102686,Alberta
 Riondel  BC V0B 2B0   ,Riondel Curling Club,49.761804999999995,,-116.85569199999999,British Columbia
 99 Huron St.  Ripley  ON N0G 2R0  ,Ripley Curling Club,44.073033,,-81.576947,Ontario
 Rivers  MB R0K 1X0   ,Rivers Curling Club,50.041683,http:www.riverscurlingclub.webs.com,-100.228212,Manitoba
"2524 Rothesay Road, Saint John, NB E2H 2K7",Riverside Golf & Curling Club,45.372279999999996,http:www.riversidecountryclub.ca,-66.008963,New Brunswick
 Riverton  MB R0C 2R0   ,Riverton Curling Club,50.843627000000005,,-97.530617,Manitoba
"420 Maryland Ave., Brandon, MB R7A 6Z8",Riverview Curling Club,49.820001,http:www.riverviewcurling.ca,-99.94274,Manitoba
 Roblin  MB R0L 1P0   ,Roblin Curling Club,51.177602,,-100.70090400000001,Manitoba
 Rocanville  SK S0A 3L0   ,Rocanville Curling Club,50.373452,http:www.rocanville.cafun.htm,-101.77294300000001,Saskatchewan
 Rocky Mountain House  AB T4T 1A1   ,Rocky Curling Club,52.378035,http:www.rockycurlingclub.ca,-114.930718,Alberta
 Rockyford  AB T0J 2R0   ,Rockyford Curling Club,51.234114,,-113.14375,Alberta
"Roland, MB R0G 1T0",Roland Curling Club,49.36997,,-97.937503,Manitoba
 Rorketon  MB R0L 1R0   ,Rorketon Community Club,51.40879,,-99.695724,Manitoba
 Camrose  AB T4V 1X8   ,Rose City Curling Club,52.970445,http:www.rosecitycurlingclub.com,-112.658817,Alberta
 Site 150  R.R.# 1  Brandon  MB R7A 5Y1 ,Roseland Curling Club,49.849317,,-99.95735400000001,Manitoba
 Rosetown  SK S0L 2V0   ,Rosetown Curling Club,51.559261,http:www.rosetowncurlingclub.ca,-107.985421,Saskatchewan
"Rosser, MB R0H 1E0",Rosser Curling Club,49.968098,,-97.398589,Manitoba
"925 Watt Street, Winnipeg, MB R2K 2T4",Rossmere Curling Club,49.928593,http:www.rossmere.capublicCURLING.php,-97.08694799999999,Manitoba
 Rosthern  SK S0K 3R0   ,Rosthern Curling Club,52.66944,,-106.330633,Saskatchewan
"131 Broadview Avenue, Toronto, ON M4M 2E9",Royal Canadian Curling Club,43.659786,http:www.rccc.on.ca,-79.350227,Ontario
"75 East 6th Avenue, New Westminster, BC V3L 4G6",Royal City Curling Club,49.221222999999995,http:www.royalcitycc.com,-122.905432,British Columbia
"130 Days Road, Kingston, ON  K7M 5Z4",Royal Kingston Curling Club,44.219677000000004,http:www.royalkingston.com,-76.569289,Ontario
 Rumsey  AB T0J 2Y0   ,Rumsey & District Ag. Society,51.862507,,-112.819497,Alberta
 1076 Concession Rd.  Russell  ON K4R 1C8  ,Russell Curling Club,45.260692,http:www.russellcurlingclub.comrccjsphomeAction.do,-75.36024599999999,Ontario
 Russell  MB R0J 1W0   ,Russell Curling Club,50.761044,,-101.255262,Manitoba
 Ryley  AB T0B 4A0   ,Ryley Curling Club,53.352338,,-112.32364199999999,Alberta
"22  Lansdowne Street, Sackville, NB E4L 3Y9 ",Sackville Curling Club,45.896195,http:www.sackvillecurlingclub.ca,-64.372534,New Brunswick
 Salmo  BC V0G 1Z0   ,Salmo Curling Club,49.117671,,-117.280157,British Columbia
 Salmon Arm  BC V1E 4N7   ,Salmon Arm Curling Club,50.700586,http:www.salmonarmcurlingclub.com,-119.27668899999999,British Columbia
 Saltcoats  SK S0A 3R0   ,Saltcoats Curling Club,51.042003,,-102.1614,Saskatchewan
"500 Errol Road West, Sarnia, ON N7T 1X7",Sarnia Golf & Curling Club,42.991157,http:www.sgcc.on.ca,-82.39509100000001,Ontario
"11520 - 65 Avenue, Edmonton, AB T6G 2E1",Saville Centre,53.569722999999996,http:www.savillesportscentre.cacurling.aspx?p=curling_home,-113.44116499999998,Alberta
"321 Scarborough Golf Club Road, Scarborough, ON M1J 3H2",Scarboro Golf & Country Club,43.752503000000004,http:www.scarborogolf.com,-79.211915,Ontario
"61 Military Road, Sydney, NS B1N 3K6",Schooner Curling Club,46.169182,http:www.schoonercurlingclub.com,-60.16678,Nova Scotia
 116 East William  Seaforth  ON N0K 1W0  ,Seaforth Curling Club,43.556979999999996,,-81.388699,Ontario
 Sedgewick  AB T0B 4C0   ,Sedgewick Curling Club,52.78052099999999,,-111.690526,Alberta
318 Jemima Street ,Selkirk Curling Club,50.145621000000006,"P.O. Box 63, Selkirk, MB R1A 2B1",-96.8788,Quebec
 Sexsmith  AB T0H 3C0   ,Sexsmith Curling Club,55.352196,http:www.facebook.compagesSexsmith-Curling-Club219664058800,-118.785273,Alberta
"9330 - 80 Avenue, Edmonton, AB T6C 0T9",Shamrock Curling Club,53.51606700000001,http:www.shamrockcurling.com,-113.470818,Alberta
 Shaunavon  SK S0N 2M0   ,Shaunavon Curling Club,49.665046000000004,,-108.375758,Saskatchewan
"110 O'Flynn St., Box 819, Shelburne, ON L0N 1S0",Shelburne Curling Club,44.083872,http:www.shelburnecurling.ca,-80.205916,Ontario
 Shelburne  NS B0T 1W0   ,Shelburne Curling Club,43.883784999999996,http:www.shelburnecurling.com,-65.232481,Nova Scotia
 Shell Lake  SK S0J 2G0   ,Shell Lake Curling Club,53.307979,,-107.061457,Saskatchewan
 Shellbrook  SK S0J 2E0   ,Shellbrook Curling Club,53.221826,,-106.388148,Saskatchewan
83 des Ab,Sherbrooke Curling Club,45.402996,http:www.curlingsherbrooke.com,-71.887681,Quebec
"199 Georgian Way, Sherwood Park, AB T8A 2W9",Sherwood Park Curling Club,53.529891000000006,http:www.sherwoodparkcurling.com,-113.281151,Alberta
 Shoal Lake  MB R0J 1Z0   ,Shoal Lake Curling Club,50.47351,,-100.607163,Manitoba
 Sicamous  BC V0E 2V0   ,Sicamous Curling Club,50.888937,,-118.953902,British Columbia
"110 Water Street, Summerside, PE C1N 1A9",Silver Fox Curling & Yacht Club,46.390397,http:www.silverfox-pei.com,-63.783175,Prince Edward Island
 Simcoe  ON N3Y 4L1   ,Simcoe Curling Club,42.844999,http:www.simcoecurlingclub.ca,-80.312775,Ontario
 Smithers  BC V0J 2N0   ,Smithers Curling Club,54.783072,http:www.curlsmithers.com,-127.16549199999999,British Columbia
 Smoky Lake  AB T0A 3C0   ,Smoky Lake Curling Club,54.110448,,-112.47348600000001,Alberta
 Snow Lake  MB R0B 1M0   ,Snow Lake Curling Club,54.880843999999996,,-100.025264,Manitoba
 Somerset  MB R0G 2L0   ,Somerset Curling Club,49.4296,,-98.640798,Manitoba
"124 Anita Blvd, Sault St. Marie, ON P6B 4P9",Soo Curlers Association,46.534824,http:www.soocurlers.com,-84.334255,Ontario
 Souris  MB R0K 2C0   ,Souris Curling Club,49.618660999999996,http:www.sourismanitoba.com~complexcomplex.html,-100.248395,Manitoba
"10 Golf Course Road, Bracebridge, ON P1L 1M6",South Muskoka Curling & Golf Club,45.055038,http:www.southmuskoka.com,-79.31658,Ontario
"Southampton, ON N0H 2L0",Southampton Curling Club,44.491875,,-81.37427199999999,Ontario
 Sparwood  BC V0B 2G0   ,Sparwood Curling Club,49.673882,,-114.84380300000001,British Columbia
"PO Box 914, Spirit River  AB T0H 3G0   ",Spirit River Curling Club,55.7802802,,-118.8421108,Alberta
 Spiritwood  SK S0J 2M0   ,Spiritwood Curling Club,53.36448299999999,,-107.519675,Saskatchewan
"201, rue de Parc E., Beresford, NB E8K 1V9",Sportek Curling Inc. (Beresford),47.709299,,-65.701317,New Brunswick
"32224A Springbank Road, Calgary, AB T3Z 2L9",Springbank Curling Club,51.066967,http:www.springbankcurling.com,-114.253006,Alberta
 Duglad  MB R0E 0K0   ,Springfield Curling Club,49.885909999999996,,-96.84196999999999,Manitoba
 Spruce Grove  AB T7X 3B2   ,Spruce Grove Curling Club,53.547049,http:www.sprucegrovecurlingclub.ca,-113.986507,Alberta
 St. Adolphe  MB R0A 1S0   ,St. Adolphe Curling Club,49.673035,,-97.110731,Manitoba
"7 Sir Winston Churchill Ave., St. Albert, AB T8N 0G1",St. Albert Curling Club,53.615376,http:www.stalbertcurling.com,-113.63915,Alberta
"220 Grantham Avenue, St. Catharines, ON L2M 4Y7",St. Catharines Curling Club,43.173105,http:www.stcatharinescurlingclub.com,-79.22025,Ontario
"70 Westchester Crescent, St. Catharines, ON L2R 3P4",St. Catharines Golf & Country Club,43.156766999999995,http:www.stgcc.com,-79.23884699999999,Ontario
 St. Claude  MB R0G 1Z0   ,St. Claude & Haywood Curling Club,49.654213,,-98.341988,Manitoba
 R.R.# 1  Site 2  Rose Valley  SK S0E 1M0 ,St. Front Curling Club,52.289634,,-103.81541800000001,Saskatchewan
"18 Manor Road, St. George, NB E5C 3N7",St. George Curling Club,45.131303,,-66.832299,New Brunswick
"1668 Islington Avenue, Toronto, ON M9A 3M9",St. George's Golf & Country Club,43.675313,http:www.stgeorges.org,-79.536979,Ontario
 St. Jean Baptiste  MB R0G 2B0   ,St. Jean Curling Club,55.0,,-97.0,Manitoba
 St. John's  NL A1A 5G6   ,St. John's Curling Club,47.569013,http:www.stjohnscurlingclub.com,-52.715633999999994,Newfoundland and Labrador
"660 Oak Avenue, Box 104, St. Lambert, QC J4P 2R6",St. Lambert Curling Club,45.503037,http:www.curlingstlambert.com,-73.504511,Quebec
 St. Leon  MB R0G 2E0   ,St. Leon Curling Club,49.349585,,-98.616226,Manitoba
 St. Louis  SK S0J 2C0   ,St. Louis Curling Club,52.919689,,-105.81081299999998,Saskatchewan
 St. Marys  ON N4X 1A6   ,St. Marys Curling Club,43.261342,http:www.jrl.orgCurlingindex.html,-81.14832,Ontario
 St. Paul  AB T0A 3A0   ,St. Paul Curling Club,53.995008,,-111.30133000000001,Alberta
"1 George Street, St. Stephen, NB E3L 2A6",St. Stephen Curling Club,45.193827,,-67.280151,New Brunswick
 St. Thomas  ON N5P 4H4   ,St. Thomas Curling Club,42.778092,http:www.stthomascurlingclub.com,-81.208603,Ontario
 St. Vital Stn  Winnipeg  MB R2M 4A5  ,St. Vital Curling Club,49.841259,http:www.stvitalcurling.ca,-97.116322,Manitoba
 St. Walburg  SK S0M 2T0   ,St. Walburg Curling Club,53.633506999999994,,-109.20165300000001,Saskatchewan
 Standard  AB T0J 3G0   ,Standard Curling Club,51.113222,,-112.98418000000001,Alberta
 Starbuck  MB R0G 2P0   ,Starbuck Curling Club,49.658408,,-98.34348299999999,Manitoba
 Stayner  ON L0M 1S0   ,Stayner Granite Club,44.419894,http:www.staynercurling.com,-80.087358,Ontario
"55 Arena Road, Ste-Anne, MB R5H 1G6",Ste-Anne Curling Club,49.671884000000006,,-96.64599,Manitoba
 Ste. Rose du Lac  MB R0L 1S0   ,Ste. Rose du Lac Curling Club,51.088994,http:www.town.sterosedulac.mb.cacurling_club_history.htm,-99.473529,Manitoba
 Steinbach  MB R0A 2A0   ,Steinbach Curling Club,49.525012,,-96.682599,Manitoba
 Stellarton  NS B0K 1S0   ,Stellar Curling Club,45.558325,,-62.662325,Nova Scotia
 Stettler  AB T0C 2L0   ,Stettler Curling Club,52.373548,,-112.745099,Alberta
 433 Front St.  Stirling  ON K0K 3E0  ,Stirling Curling Club,43.980553,,-77.902843,Ontario
 Stonewall  MB R0C 2Z0   ,Stonewall Curling Club,50.135956,http:www.stonewallcurling.com,-97.295486,Manitoba
 Stony Mountain  MB R0C 3A0   ,Stony Mountain Curling Club,50.089432,http:www.curlstonymountain.info,-97.221719,Manitoba
 Stoughton  SK S0G 4T0   ,Stoughton Curling Club,49.66467,,-103.858234,Saskatchewan
"15 MacQuarrie Drive, Extn., Port Hawkesbury, NS B9A 3A3",Strait Area Community Curling Club,45.618085,http:saccc.ca,-61.357459,Nova Scotia
 Strasbourg  SK S0G 4V0   ,Strasbourg Curling Club,51.070608,,-104.95571299999999,Saskatchewan
"53 Romeo St. N., Stratford, ON N5A 6S2",Stratford Country Club,43.378956,http:www.stratfordcountryclub.comcurlingmembership.html,-80.96297,Ontario
 Strathmore  AB T1P 1K1   ,Strathmore Curling Club,51.041671,http:www.strathmorecurling.ca,-113.398671,Alberta
 Stratton  ON P0W 1N0   ,Stratton Curling Club,48.875293,,-94.006116,Ontario
 Strome  AB T0B 4H0   ,Strome Curling Club,52.809252,,-112.02389299999999,Alberta
 Strongfield  SK S0H 3Z0   ,Strongfield Curling Club,51.346539,,-106.75333,Saskatchewan
"7883 Yonge St., Unit A, Innisfil, ON L9S 1K8",Stroud Curling Club,44.323637,http:www.stroudcurling.com,-79.619098,Ontario
"228 Clark Street, Sturgeon Falls, ON P2B 3M8",Sturgeon Falls Granite Club,46.366366,,-79.91841,Ontario
 Sturgis  SK S0A 4A0   ,Sturgis Curling Club,51.937209,http:www.townofsturgis.comrecActivity.htm,-102.53509100000001,Saskatchewan
 300 Wessex Street  Sudbury  ON P3E 4S4  ,Sudbury Curling Club,46.488797,http:www.eteamz.comsudburycurlingclubindex.cfm,-80.974956,Ontario
 Summerland  BC V0H 1Z0   ,Summerland Curling Club,49.387847,http:summerlandcurling.org,-119.583448,British Columbia
 Leamington  ON N8H 3X4   ,Sun Parlour Curling Club,42.055015999999995,http:www.sunparlourcurling.comcurlingViewSection.aspx?Id=1,-82.604509,Ontario
 Sundre  AB T0M 1X0   ,Sundre & District Curling Club,51.755527,http:www.sundrecurlingclub.com,-114.578818,Alberta
 Sussex  NB E4E 5L2   ,Sussex Golf & Curling Club,45.714304999999996,http:www.sussexgolfandcurlingclub.ca,-65.49503,New Brunswick
"141 Jessop Avenue, Saskatoon, SK S9H 3W8",Sutherland Curling Club,52.128766,http:www.sutherlandcurlingclub.ca,-106.59573200000001,Saskatchewan
 15 Fairpark Lane  Sutton West  ON L0E 1R0  ,Sutton Curling Club,44.303413,http:www.suttoncurlingclub.ca,-79.353386,Ontario
 Swan Hills   AB T0G 2C0   ,Swan Hills Curling Club,54.71175699999999,,-115.39883999999999,Alberta
 Swan Lake  MB R0G 2S0   ,Swan Lake Curling Club,49.374193,,-98.83126899999999,Manitoba
 Swan River  MB R0L 1Z0   ,Swan River Curling Club,52.088431,http:community.svcn.mb.casrcc,-101.043195,Manitoba
 Swift Current  SK S9H 3W8   ,Swift Current Curling Club,50.285571000000004,http:www.sccurlingclub.cahome.html,-107.798705,Saskatchewan
 James St. Postal Outlet  Wallaceburg  ON N8A 5G1  ,Sydenham Community Curling Club,42.591004999999996,http:www.kent.netcurling,-82.382526,Ontario
 Sydney  NS B1P 6J7   ,Sydney Curling Club,46.143659,http:www.sydneycurlingclub.ca,-60.19331999999999,Nova Scotia
"4802 - 48 Street, Sylvan Lake, AB T4S 1M6",Sylvan Lake Curling Club,52.306193,http:www.sylvanlakecurlingclub.ca,-114.09362800000001,Alberta
 Taber  AB T1G 2C7   ,Taber Curling Club,49.785271,,-112.14401000000001,Alberta
"730 Military Trail West Hill, West Hill, ON M1E 4P7",Tam Heather Curling & Tennis Club,50.0,http:www.tamheather.ca,-86.0,Ontario
"133 Hamilton Street, Tara, ON N0H 2N0",Tara Curling Club,44.474571000000005,http:taracurlingclub.com,-81.146462,Ontario
"56 Avery Road, R.R.# 6, Sault Ste. Marie, ON P6A 6K4",Tarentorus Curling Club,46.521822,,-84.319455,Ontario
"1464 Broadway Avenue, Regina, SK S4P 1E2",Tartan Curling Club,50.437728,http:www.tartancurling.ca,-104.60158100000001,Saskatchewan
 1 Adam Street  Tavistock  ON N0B 2R0  ,Tavistock Curling Club,43.318892,,-80.834983,Ontario
 64 Gordon St.  Teeswater  ON N0G 2S0  ,Teeswater Curling Club,43.836604,http:www.teeswatercurlingclub.com,-80.53050999999999,Ontario
 Terrace Bay  ON P0T 2W0   ,Terrace Bay Curling Club,48.782270000000004,http:www.terracebay.ca?pgid=80,-87.10143599999999,Ontario
"3210 School Street, Terrace, BC V8G 5L9",Terrace Curling Club,54.514925,http:www.terracecurling.ca,-128.575058,British Columbia
 Teslin  YT T0A 1B0   ,Teslin Curling Club,54.507036,http:www.teslin.carecreationrecreation.html,-113.00209,Yukon
 Teulon  MB R0C 3B0   ,Teulon Curling Club,50.377035,http:www.teuloncurlingclub.com,-97.26344300000001,Manitoba
"636-29th Avenue S.W., Calgary, AB T2S 0P1",The Glencoe Club,51.028262,http:glencoeclub.nemexinc.comindex.cfm?menu=2966&openitem=2966,-114.08022,Alberta
 The Pas  MB R9A 1M7   ,The Pas Curling Club,53.812507,,-101.23155899999999,Manitoba
 Thessalon  ON P0R 1L0   ,Thessalon Curling Club,46.294171,,-83.344047,Ontario
"6920 - 114 Avenue, Edmonton, AB T5B 0J6",Thistle Curling Club,53.566292000000004,http:www.thistlecurling.ab.ca,-113.445696,Alberta
"754 Minto Street, Winnipeg, MB R3G 2R4",Thistle Curling Club,49.889593,http:www.mts.net~thistlec,-97.179948,Manitoba
"49 Dufferin Avenue, Saint John, NB E2K 2T7",Thistle St. Andrews Curling Club,45.276858000000004,http:www.tsacurlingclub.com,-66.075613,New Brunswick
"7994 Yonge Street, Thornhill, ON L4J 1W3",Thornhill Country Club,43.822069,http:www.thornhillgcc.comguestcurlingOverview.php,-79.425823,Ontario
 Three Hills  AB T0M 2A0   ,Three Hills Curling Club,51.705083,http:www.threehills.caadsthree_hills_curling_clubThree%20Hills%20Curling%20Club.htm,-113.268583,Alberta
 Tilley  AB T0J 3K0   ,Tilley Curling Club,50.452603,,-111.651716,Alberta
 130 Concession St. E.  Tillsonburg  ON N4G 4H3  ,Tillsonburg & District Curling Club,42.867724,http:www.curltillsonburg.com,-80.720941,Ontario
 Tisdale  SK S0E 1T0   ,Tisdale Curling Club,52.848066,,-104.05404899999999,Saskatchewan
 Tofield  AB T0B 4J0   ,Tofield Curling Club,53.339438,http:www.tofieldcurlingclub.ca,-112.58703999999999,Alberta
 R. R. # 1  Yorkton  SK S3N 2V3  ,Tonkin Curling Club,51.211682,,-102.45973000000001,Saskatchewan
"141 Wilson Avenue, Toronto, ON M5M 3A3",Toronto C.S. & Curling Club,43.740406,http:www.torontocricketclub.com,-79.419234,Ontario
 Wimborne  AB T0M 2G0   ,Torrington Curling Club,51.816891,,-113.60224099999999,Alberta
"5 Montgomery Avenue, Town of Mount Royal, QC H3R 2B2",Town of Mount Royal Curling Club,45.514484,http:www.tmrcurlingclub.com,-73.637686,Quebec
"4250 Rue de Curling, Sheila, NB E1X 1B9",Tracadie\/Sheila Curling Club,46.5,,-66.75,New Brunswick
 Trail  BC V1R 4L3   ,Trail Curling Club,49.114241,http:www.trailcurlingclub.com,-117.74078600000001,British Columbia
"Treherne, MB R0G 2V0",Treherne Curling Club,49.589939,,-98.690283,Manitoba
"293 King Street, Trenton, ON K8V 3X4",Trenton Curling Club,44.09859,http:www.trentoncurlingclub.ca,-77.589538,Ontario
"56 Young Street, Truro, NS B2N 3W5",Truro Curling Club,45.362854999999996,http:www.trurocurlingclub.com,-63.279081000000005,Nova Scotia
"1720 - 56th Street, Box 1193, Tsawassen, BC V4L 2B1",Tunnel Town Curling Club,49.035979,http:www.tunneltowncurlingclub.com,-123.06856699999999,British Columbia
 Turtleford  SK S0M 2Y0   ,Turtleford Curling Club,53.391599,,-108.95316299999999,Saskatchewan
 North Battleford  SK S9A 3K2   ,Twin Rivers Curling Club,52.829762,http:www.battlefordscurling.com,-108.13253999999999,Saskatchewan
 Two Hills  AB T0B 4K0   ,Two Hills Curling Club,53.710468999999996,,-111.744854,Alberta
"257 Carlton Road, Unionville, ON L3R 2A3",Unionville Curling Club,43.8689304,http:www.unionvillecurlingclub.com,-79.3123901,Ontario
 Unity  SK S0K 4L0   ,Unity Curling Club,52.36045,,-106.959552,Saskatchewan
"70 Franklin St., PO Box 372, Uxbridge, ON L9P 1J5",Uxbridge & District Curling Club,44.107668,http:www.uxbridgecurlingclub.com,-79.11624,Ontario
"19 Maden Street, Valleyfield, QC J6S 3V1",Valleyfield Curling Club,45.264242700000004,http:www.curlingvalleyfield.com,-74.1296135,Quebec
" 39 1st Ave.  Vanastra, Ontario",Vanastra Curling Club,43.58139370000001,,-81.5255261,Ontario
"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",Vancouver Curling Club,49.24306,http:www.vancouvercurlingclub.com,-123.10892,British Columbia
 227 Stewart St. E.  Vanderhoof  BC V0J 3A0  ,Vanderhoof Curling Club,54.016065000000005,,-124.012257,British Columbia
 Vanguard  SK S0N 2V0   ,Vanguard Curling Club,49.942844,,-107.289975,Saskatchewan
 Vauxhall  AB T0K 2K0   ,Vauxhall & District Curling Assoc.,50.068529,,-112.108764,Alberta
"5510 College Dr, Vermilion, Alberta, Canada",Vermilion Curling Club,53.351511,,-110.863871,Alberta
 Vernon  BC V1T 6M4   ,Vernon Curling Club,50.264835,http:www.vernoncurlingclub.com,-119.26895400000001,British Columbia
"Victoria Beach, MB R0E 2C0",Victoria Beach Curling Club,50.750314,,-96.551802,Manitoba
"1952 Quadra Street , Victoria, BC V8T 4C2",Victoria Curling Club,48.431433,http:www.victoriacurlingclub.com,-123.358544,British Columbia
"948 William Ave., Winnipeg, MB R3E 0Z8",Victoria Curling Club,49.908061,https:www.facebook.comVictoriaCurlingClub,-97.167743,Manitoba
 Viking  AB T0B 4N0   ,Viking Curling Club,53.093052,,-111.76890300000001,Alberta
 Vilna  AB T0A 3L0   ,Vilna Curling Club,54.111798,,-111.921415,Alberta
 Virden  MB R0M 2C0   ,Virden Curling Club,49.850988,http:virdencurling.blogspot.com,-100.933362,Manitoba
"1216 John Street, Mattawa, ON P0H 1V0",Voyageur Curling Club,46.306055,http:www.voyageurcurlingclub.com,-78.722398,Ontario
 Vulcan  AB T0L 2B0   ,Vulcan Curling Club,50.40065,,-113.263081,Alberta
 Wadena  SK S0A 4J0   ,Wadena Curling Club,51.944882,,-103.888526,Saskatchewan
"825 - 4 Avenue, Wainwright, AB T9W 1C6",Wainwright Curling Club,52.836707,http:www.wainwrightcurlingclub.com,-110.86288,Alberta
 Wakaw  SK S0K 4P0   ,Wakaw Curling Club,52.645989,http:www.townofwakaw.comcurling.html,-105.736851,Saskatchewan
